idinterrupcion,eps,sede,tipointerrupcion,tiposervicio,motivointerrupcion,fechainicio,horainicio,fechafin,horafin,departamento,provincia,distrito,numconexdom,unidadesuso,numcamionespuntos,inicio_dt,fin_dt,duracion_horas,mes
a1f737b45b1fb85d83fb999d4db89877,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190913,18:00:00,20190913,22:00:00,LIMA,LIMA,CHORRILLOS,NA,NA,NA,2019-09-14,2019-09-14,0,2019-09-01
8f5f3fae56e62088adcc082a2c8be39a,SEDAPAL,CALLAO,IMPREVISTA,AGUA POTABLE,BAJA PRODUCCIÓN EN PLANTA,20190913,18:20:00,20190913,23:55:00,CALLAO,CALLAO,VENTANILLA,NA,NA,NA,2019-09-14,2019-09-14,0,2019-09-01
ed336c69eea63c4d7a76f4d6bc1f838e,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190913,15:50:00,20190913,22:00:00,LIMA,LIMA,PUENTE PIEDRA,NA,NA,NA,2019-09-14,2019-09-14,0,2019-09-01
5f3e6d4012cd7c763b3000df5e48856d,EPS CHAVIN,EPS CHAVIN,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20190913,02:30:00,20190913,05:00:00,ANCASH,HUARAZ,HUARAZ,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
f2cb24061546cb15fd8ef8941558d303,EPS EMAPAT,EMAPAT,PROGRAMADA,AGUA POTABLE,OTROS,20190916,06:00:00,20190916,12:00:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,NA,NA,NA,2019-09-16,2019-09-16,0,2019-09-01
8691eb9d3ecdb0feca88660de58af2f1,SEDAPAL,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190918,12:00:00,20190918,18:00:00,CALLAO,CALLAO,BELLAVISTA,NA,NA,NA,2019-09-18,2019-09-19,24,2019-09-01
1e046a572c7140518df409db94f75349,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190913,14:05:00,20190913,18:00:00,LIMA,LIMA,SAN MARTIN DE PORRES,NA,NA,NA,2019-09-14,2019-09-14,0,2019-09-01
1e065313632848c46cee38be36df176d,SEDAPAL,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190917,12:00:00,20190917,18:00:00,CALLAO,CALLAO,VENTANILLA,NA,NA,NA,2019-09-17,2019-09-18,24,2019-09-01
ffe38a785ccb77bf8aaeb41ef93f35bc,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190913,13:30:00,20190913,19:00:00,LIMA,LIMA,SAN MARTIN DE PORRES,NA,NA,NA,2019-09-14,2019-09-14,0,2019-09-01
f9494495c2ab95d214f5be7ad0bcc3ae,SEDAPAL,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20190913,13:00:00,20190913,21:00:00,LIMA,LIMA,SAN MIGUEL,NA,NA,NA,2019-09-14,2019-09-14,0,2019-09-01
7f4958c3bb9daf4e0a88ff323dd2092a,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20190913,12:40:00,20190913,15:00:00,LIMA,LIMA,LA VICTORIA,NA,NA,NA,2019-09-14,2019-09-14,0,2019-09-01
68b3e0199b72de14a918051ca369c081,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190913,12:10:00,20190913,16:00:00,LIMA,LIMA,PUENTE PIEDRA,NA,NA,NA,2019-09-14,2019-09-14,0,2019-09-01
2f4ccd797f808b5edeaddac0d177940e,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20190913,12:05:00,20190913,18:00:00,LIMA,LIMA,SANTIAGO DE SURCO,NA,NA,NA,2019-09-14,2019-09-14,0,2019-09-01
4bb64f33a951ceef7c260c948248d644,EPS AGUAS DE LIMA NORTE,HUACHO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190913,08:30:00,20190913,12:30:00,LIMA,HUAURA,HUALMAY,NA,NA,NA,2019-09-13,2019-09-14,24,2019-09-01
795ff6a8e351da1b15bc43ab2a769c0f,EPS AGUAS DE LIMA NORTE,HUACHO,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190912,08:30:00,20190912,10:30:00,LIMA,HUAURA,HUALMAY,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
5918bb9aac9ff02f8416607aea98c473,SEDAPAL,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190914,12:00:00,20190914,19:00:00,LIMA,LIMA,INDEPENDENCIA,NA,NA,NA,2019-09-14,2019-09-15,24,2019-09-01
7b76d054c1bc61bcfa0eaa351b4eade8,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190913,06:00:00,20190913,18:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,NA,NA,NA,2019-09-13,2019-09-14,24,2019-09-01
cff86e0634a11d307bb9c84286467f39,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190913,01:05:00,20190913,12:00:00,LIMA,LIMA,VILLA EL SALVADOR,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
38aa23f64163e2fcd318ad0c01ff3c76,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20190913,07:00:00,20190913,12:00:00,LIMA,LIMA,SAN MARTIN DE PORRES,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
c5c57f696e9c02d14eb3fefdf880f35e,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190913,06:20:00,20190913,14:25:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,NA,NA,NA,2019-09-13,2019-09-14,24,2019-09-01
2b29596d525ef48b8bf35c8765e97a62,SEDAPAL,COMAS,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20190913,12:00:00,20190913,18:00:00,LIMA,LIMA,SAN MARTIN DE PORRES,NA,NA,NA,2019-09-13,2019-09-14,24,2019-09-01
a6f9289dbf10b7873d571797baffb8d2,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190913,00:00:00,20190913,03:00:00,LIMA,LIMA,LA VICTORIA,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
bc0fe4299d6d9ad44f550683381b70a6,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190913,00:00:00,20190913,00:30:00,LIMA,LIMA,LIMA,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
bc0fe4299d6d9ad44f550683381b70a6,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190913,00:00:00,20190913,00:30:00,LIMA,LIMA,LIMA,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
baf6eabebce7c82e67b05ce308db58af,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190912,19:40:00,20190912,23:55:00,LIMA,LIMA,COMAS,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
8fbf5d6b1ce8d92f61f82c5337fa3b53,SEDAPAL,CALLAO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20190912,21:00:00,20190912,23:55:00,CALLAO,CALLAO,CALLAO,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
56450fdb919b59b371cfa6eab1fbe476,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20190912,18:15:00,20190912,23:55:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
7569fe6d7f390f84ee19a2e3746725fa,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20190912,15:45:00,20190912,20:00:00,LIMA,LIMA,MAGDALENA DEL MAR,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
7104b6911306650cfaf7dacf6d2cb18f,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190912,15:00:00,20190912,20:00:00,LIMA,LIMA,PUENTE PIEDRA,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
77a1646bec0d95ff582a5a03167f79dd,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190912,13:55:00,20190912,19:00:00,LIMA,LIMA,SAN ISIDRO,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
b5b7e5274959b172407bd91f5090e9ef,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190912,12:30:00,20190912,17:30:00,LIMA,LIMA,CARABAYLLO,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
5e6864487dc069064b02e65c9d5f75fd,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190912,12:30:00,20190912,17:30:00,LIMA,LIMA,LOS OLIVOS,NA,NA,NA,2019-09-13,2019-09-13,0,2019-09-01
3df55431afab92939d2b1cca5fa3df4f,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,BAJA PRODUCCIÓN EN PLANTA,20190912,11:40:00,20190912,15:55:00,LIMA,LIMA,PUENTE PIEDRA,NA,NA,NA,2019-09-12,2019-09-13,24,2019-09-01
b48afa8ecb5f7ed5d4baae4fffb8b430,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190912,00:10:00,20190912,16:00:00,LIMA,LIMA,VILLA EL SALVADOR,NA,NA,NA,2019-09-12,2019-09-13,24,2019-09-01
1cb31633f23681f86b81bae0b55022a6,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190912,05:30:00,20190912,18:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,NA,NA,NA,2019-09-12,2019-09-13,24,2019-09-01
1e88a6bd57d1003a1fe90c3bcce0578e,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190912,04:10:00,20190912,17:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,NA,NA,NA,2019-09-12,2019-09-13,24,2019-09-01
baa69b997f8174190c8da88906100263,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190912,02:50:00,20190912,17:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,NA,NA,NA,2019-09-12,2019-09-13,24,2019-09-01
3d5c1bebe1ff8df13ca168cd171cbeac,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20190911,19:55:00,20190911,23:00:00,LIMA,LIMA,COMAS,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
1be5573956422aaec8c53bdb2710f14b,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20190911,18:55:00,20190911,23:55:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
7cd5bc5ad2a3416b9bbd22eb79bc23e5,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190911,15:55:00,20190911,20:00:00,LIMA,LIMA,COMAS,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
c47f74ae0258d4cc645c4f7f512f3e0d,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190911,17:35:00,20190911,21:35:00,LIMA,LIMA,CHORRILLOS,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
f2e4d59ff19f01e26470039670f177b7,SEDAPAL,SURQUILLO,PROGRAMADA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,20190912,12:00:00,20190912,18:00:00,LIMA,LIMA,LINCE,NA,NA,NA,2019-09-12,2019-09-13,24,2019-09-01
388b3a1d93c13ffe69373d553cb1091b,EPS EMAPAT,EMAPAT,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20190913,20:00:00,20190914,04:00:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,NA,NA,NA,2019-09-14,2019-09-14,0,2019-09-01
173e6aea3ee0784211ec7a27160644b9,SEDAPAL,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190914,12:00:00,20190914,18:00:00,CALLAO,CALLAO,VENTANILLA,NA,NA,NA,2019-09-14,2019-09-15,24,2019-09-01
e24bb2d2b91815a908f670b7e7435e1f,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190911,16:00:00,20190911,22:00:00,LIMA,LIMA,VILLA EL SALVADOR,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
5fac0970ea4474e707dc3c25ce3ba4da,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,20190911,16:10:00,20190911,20:00:00,LIMA,LIMA,LOS OLIVOS,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
66059fd04a781ef1e402167e3a91be6e,SEDAPAL,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20190911,15:50:00,20190911,20:50:00,CALLAO,CALLAO,CALLAO,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
081d025224fe298df0c34e076ef40ff5,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20190911,15:05:00,20190911,20:00:00,LIMA,LIMA,SANTIAGO DE SURCO,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
e9fc5da41ea5d77461d329fca018f345,SEDAPAL,CALLAO,PROGRAMADA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,20190913,10:00:00,20190913,16:00:00,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,NA,NA,NA,2019-09-13,2019-09-14,24,2019-09-01
b375143259d7114b6c08573480b3b4bb,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190911,13:00:00,20190911,18:00:00,LIMA,LIMA,LOS OLIVOS,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
42041660e2b10cd705bfcf1ae8e43d6e,EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,OTROS,20190911,13:00:00,20190911,14:00:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,NA,NA,NA,2019-09-12,2019-09-12,0,2019-09-01
a8b2e26a3b02bb356ec02c7fdf19179d,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190911,11:20:00,20190911,18:00:00,LIMA,LIMA,SURQUILLO,NA,NA,NA,2019-09-11,2019-09-12,24,2019-09-01
14e2ee93a2ca084132437715631b90ca,SEDAPAL,VES,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190912,08:00:00,20190912,20:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,NA,NA,NA,2019-09-12,2019-09-13,24,2019-09-01
b81802d7f9e8765f53c2b8698d565a5a,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190911,07:10:00,20190911,17:50:00,LIMA,LIMA,VILLA EL SALVADOR,NA,NA,NA,2019-09-11,2019-09-12,24,2019-09-01
b03a650a3bdf9439a74dc9d0565647ce,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190911,06:45:00,20190911,18:00:00,LIMA,LIMA,VILLA EL SALVADOR,NA,NA,NA,2019-09-11,2019-09-12,24,2019-09-01
13baf696c15eb6e18c3a18ce9ae00a7d,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190911,06:30:00,20190911,13:00:00,LIMA,LIMA,SANTIAGO DE SURCO,NA,NA,NA,2019-09-11,2019-09-12,24,2019-09-01
9e07f47b00cb1c7bde50c036ac3a9a16,SEDAPAL,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190913,12:00:00,20190913,19:00:00,LIMA,LIMA,INDEPENDENCIA,NA,NA,NA,2019-09-13,2019-09-14,24,2019-09-01
20e97a9020a048506a2b3f25dee2ad94,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190910,21:35:00,20190910,23:55:00,LIMA,LIMA,SAN MARTIN DE PORRES,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
56e9f91677c89473252ac64be3d2e43a,SEDAPAL,SJL,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190910,14:00:00,20190910,21:55:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
0a0d39a3d48412ea91294d4e2f9a6e87,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190910,20:10:00,20190910,23:00:00,LIMA,LIMA,RIMAC,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
2ce09570b10579e655f48c1bb7bb5e98,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190910,17:35:00,20190910,22:00:00,LIMA,LIMA,SAN MARTIN DE PORRES,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
67a2c5f42992182aa9c205f5672141d1,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190910,19:55:00,20190910,23:55:00,LIMA,LIMA,CHORRILLOS,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
48395540493fc14c6e10c9fe2f4b5bb3,SEDAPAL,CALLAO,IMPREVISTA,AGUA POTABLE,BAJA PRODUCCIÓN EN PLANTA,20190910,17:30:00,20190910,22:00:00,CALLAO,CALLAO,VENTANILLA,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
7e0b40dd80006d0b4488f4fa0a27aa37,EPS AGUAS DE LIMA NORTE,HUACHO,PROGRAMADA,AGUA POTABLE,OTROS,20190910,13:00:00,20190910,18:00:00,LIMA,HUAURA,HUACHO,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
fa7ee6c562754d267e903dc7830895d2,EPS CHAVIN,EPS CHAVIN,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20190910,00:00:00,20190910,05:00:00,ANCASH,HUARAZ,INDEPENDENCIA,NA,NA,NA,2019-09-10,2019-09-10,0,2019-09-01
5ebdbcae76fbc7c785e83716194f5aba,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190910,15:55:00,20190910,20:00:00,LIMA,LIMA,COMAS,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
9e3c50451b32a474b62b08c07119d3af,SEDAPAL,VES,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190912,08:00:00,20190912,20:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,NA,NA,NA,2019-09-12,2019-09-13,24,2019-09-01
fcb1b5cb8f970402d7aedb00c41fd4c7,SEDA CHIMBOTE,CHIMBOTE,PROGRAMADA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20190912,08:00:00,20190912,16:00:00,ANCASH,SANTA,CHIMBOTE,NA,NA,NA,2019-09-12,2019-09-13,24,2019-09-01
76aa9c847526057e995bab77883cdf94,SEDAPAL,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20190910,13:00:00,20190910,21:00:00,LIMA,LIMA,MAGDALENA DEL MAR,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
c8f85e059185b3966a031982dec12558,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,20190910,12:15:00,20190910,18:00:00,LIMA,LIMA,LOS OLIVOS,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
cefee4350ffbc4b5e1a87e4a089073b5,EPS TACNA,TACNA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20190910,04:00:00,20190910,10:00:00,TACNA,TACNA,TACNA,NA,NA,NA,2019-09-10,2019-09-10,0,2019-09-01
9d1d5123986d04c763e8ca7daf96d2da,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190910,07:15:00,20190910,17:00:00,LIMA,LIMA,VILLA EL SALVADOR,NA,NA,NA,2019-09-10,2019-09-11,24,2019-09-01
99bc6a137ba512138f0297ab396bff11,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,OTROS,20190910,07:00:00,20190910,14:00:00,LIMA,LIMA,SAN BORJA,NA,NA,NA,2019-09-10,2019-09-11,24,2019-09-01
8e1f95f4f70864b048137c59dac1955a,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190910,07:00:00,20190910,14:00:00,LIMA,LIMA,CHORRILLOS,NA,NA,NA,2019-09-10,2019-09-11,24,2019-09-01
e69f96b1dcd7556401a3acf382f0e6b4,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190910,06:15:00,20190910,14:15:00,LIMA,LIMA,LIMA,NA,NA,NA,2019-09-10,2019-09-11,24,2019-09-01
613295c246372fbb9fdbb85568ff1fbb,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190910,05:50:00,20190910,14:00:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,NA,NA,NA,2019-09-10,2019-09-11,24,2019-09-01
092f838f8dc059129faf9f0bfaaface6,SEDAPAL,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20190910,00:45:00,20190910,05:00:00,LIMA,LIMA,LA VICTORIA,NA,NA,NA,2019-09-10,2019-09-10,0,2019-09-01
9162ee516a976410fbd64e2b706e6a17,SEDAPAL,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20190910,00:45:00,20190910,05:00:00,LIMA,LIMA,LA VICTORIA,NA,NA,NA,2019-09-10,2019-09-10,0,2019-09-01
d4f1d8f70af89d571cd4b55dab1daab2,SEDAPAL,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190911,12:00:00,20190911,19:00:00,LIMA,LIMA,INDEPENDENCIA,NA,NA,NA,2019-09-11,2019-09-12,24,2019-09-01
27dc025538eca59248c0b50c7c6389e2,SEDAPAL,COMAS,PROGRAMADA,ALCANTARILLADO,PROBLEMAS EN COLECTORES,20190910,22:00:00,20190911,04:00:00,LIMA,LIMA,RIMAC,NA,NA,NA,2019-09-11,2019-09-11,0,2019-09-01
56d91c30bd26ade217a39c431b212e6e,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190909,20:10:00,20190909,23:55:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,NA,NA,NA,2019-09-10,2019-09-10,0,2019-09-01
3df6ad0440bb9ef94894a33b7be7a2ca,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20190909,20:25:00,20190909,23:55:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,NA,NA,NA,2019-09-10,2019-09-10,0,2019-09-01
7594a7e73456c2045b4e20cdfc0a1353,SEDAPAL,SJL,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190909,14:10:00,20190923,23:40:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,NA,NA,NA,2019-09-10,2019-09-24,336,2019-09-01
282c80415d55b250b47ec13337b4f840,EPS EMSAP CHANKA,CHANKA,PROGRAMADA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,20190911,10:00:00,20190911,17:00:00,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,NA,NA,NA,2019-09-11,2019-09-12,24,2019-09-01
c21b78cf43e6529e232e5f2c3d814218,SEDAPAL,SJL,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20190909,09:00:00,20190909,21:00:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,NA,NA,NA,2019-09-09,2019-09-10,24,2019-09-01
dde554e31d28cfcc2cc7e67cd9f43302,SEDAPAL,SURQUILLO,PROGRAMADA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,20190912,12:00:00,20190912,18:00:00,LIMA,LIMA,BARRANCO,NA,NA,NA,2019-09-12,2019-09-13,24,2019-09-01
1b99d8bbf4362ab5068aa72235e5deac,SEDAPAL,SURQUILLO,PROGRAMADA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,20190911,12:00:00,20190911,18:00:00,LIMA,LIMA,SAN BORJA,NA,NA,NA,2019-09-11,2019-09-12,24,2019-09-01
6d989463c7f203526273a24e21f6c94f,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,20190909,15:10:00,20190909,19:00:00,LIMA,LIMA,CARABAYLLO,NA,NA,NA,2019-09-10,2019-09-10,0,2019-09-01
5b6590de4cda6a313f9ba62c21118731,EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20190909,13:00:00,20190909,15:00:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,NA,NA,NA,2019-09-10,2019-09-10,0,2019-09-01
f20b96efd962d7f77754830a9ae97dc1,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20190909,13:50:00,20190909,17:00:00,LIMA,LIMA,SAN MARTIN DE PORRES,NA,NA,NA,2019-09-10,2019-09-10,0,2019-09-01
