idinterrupcion,eps,sede,tipointerrupcion,tiposervicio,motivointerrupcion,fechainicio,horainicio,fechafin,horafin,departamento,provincia,distrito,numconexdom,unidadesuso,numcamionespuntos,inicio_dt,fin_dt,duracion_horas,mes
a7a3066294a4e58a4938726a468e70e5,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240418,11:35:00,20240418,18:35:00,LIMA,LIMA,CIENEGUILLA,1026,1095,NA,2024-04-18,2024-04-19,24,2024-04-01
ae2dc7c7ffca19b65736d398cd635af6,SEDAPAL,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240425,12:00:00,20240425,20:00:00,LIMA,LIMA,CARABAYLLO,2721,2927,NA,2024-04-25,2024-04-26,24,2024-04-01
d170b375fa131f62a127f17802f3f689,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240418,11:00:00,20240418,18:00:00,CUSCO,CUSCO,CUSCO,100,100,NA,2024-04-18,2024-04-19,24,2024-04-01
6e6080d769099128949a78468298da9c,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20240418,10:40:00,20240418,15:55:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,99,103,NA,2024-04-18,2024-04-19,24,2024-04-01
2509295a47746f87336e8bcc87ce539e,SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240418,10:30:00,20240418,14:15:00,LA LIBERTAD,TRUJILLO,TRUJILLO,20207,23742,NA,2024-04-18,2024-04-19,24,2024-04-01
214399e28b7aa8007b496c27b52d44ab,SEDAPAL,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240426,10:00:00,20240426,16:00:00,CALLAO,CALLAO,CALLAO,3184,12728,NA,2024-04-26,2024-04-27,24,2024-04-01
eca7881135344f6b76c59756ce5bf43b,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240418,10:30:00,20240418,13:00:00,CUSCO,CUSCO,CUSCO,100,100,NA,2024-04-18,2024-04-19,24,2024-04-01
b784957338fe3701677b86b9fde58ea9,EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240418,10:30:00,20240418,12:00:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,98,98,NA,2024-04-18,2024-04-18,0,2024-04-01
662ba19904bf8e562c7f8d3248926a02,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240418,09:30:00,20240418,13:00:00,CUSCO,CUSCO,CUSCO,100,100,NA,2024-04-18,2024-04-19,24,2024-04-01
9173d44d8a047913eb27337d4ac801e3,SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240418,09:45:00,20240418,13:00:00,AREQUIPA,AREQUIPA,MARIANO MELGAR,320,320,NA,2024-04-18,2024-04-19,24,2024-04-01
43c0feb21707fb1723d8d45a1ecb22b1,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240418,09:30:00,20240418,16:00:00,LIMA,LIMA,BARRANCO,10092,15855,NA,2024-04-18,2024-04-19,24,2024-04-01
914013571a836b41413f00f3efec2535,SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20240418,05:00:00,20240418,15:15:00,LA LIBERTAD,TRUJILLO,HUANCHACO,1644,1946,NA,2024-04-18,2024-04-19,24,2024-04-01
24ad5b6b73b970b7fc5dd45fd8bee6b5,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240418,09:20:00,20240418,17:00:00,LIMA,LIMA,COMAS,21263,32111,NA,2024-04-18,2024-04-19,24,2024-04-01
6629ebc35c23377b70742348e87d962f,EMAPA CAÑETE,EMAPA CAÑETE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240417,23:00:00,20240418,05:00:00,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,232,232,NA,2024-04-18,2024-04-18,0,2024-04-01
b9b4c3cf17ee904c15feb70bb17e01e2,SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20240426,08:00:00,20240426,13:00:00,AREQUIPA,AREQUIPA,MIRAFLORES,1498,1498,NA,2024-04-26,2024-04-27,24,2024-04-01
e443b70c3e4c66f10b40a0c96872ba5c,SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240430,08:00:00,20240501,04:00:00,CUSCO,CUSCO,CUSCO,3000,3000,3,2024-04-30,2024-05-01,24,2024-04-01
f5edacf5e8fe2bd9cccc09d21b0d28e8,SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240417,09:10:00,20240417,17:10:00,LA LIBERTAD,TRUJILLO,TRUJILLO,3291,3723,NA,2024-04-17,2024-04-18,24,2024-04-01
19a5e53f8014761abe9b9f6b66cd21c7,SEDAPAL,Equipo de Distribución Primaria,IMPREVISTA,AGUA POTABLE,OTROS,20240418,08:00:00,20240418,11:30:00,LIMA,LIMA,MAGDALENA DEL MAR,22727,37565,NA,2024-04-18,2024-04-18,0,2024-04-01
79408ae26d1d0c82413deb090974d95f,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240418,08:20:00,20240418,16:00:00,LIMA,LIMA,CARABAYLLO,3536,4890,NA,2024-04-18,2024-04-19,24,2024-04-01
e9e17aa0faa05868d4d46874032f8f66,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240418,06:30:00,20240418,12:00:00,CUSCO,CUSCO,CUSCO,100,100,NA,2024-04-18,2024-04-18,0,2024-04-01
73b2e790cb12b57bb48bd64937f64883,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20240418,06:50:00,20240418,14:30:00,LIMA,LIMA,ATE,6880,10323,NA,2024-04-18,2024-04-19,24,2024-04-01
df37a02006a89b0156d1a88290f39ebd,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240418,04:00:00,20240418,04:00:00,CUSCO,CUSCO,SAN SEBASTIAN,100,100,NA,2024-04-18,2024-04-18,0,2024-04-01
e4cfaa0e53abc51109ca3382e48b394b,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240418,01:00:00,20240418,11:00:00,LIMA,LIMA,VILLA EL SALVADOR,73874,105886,NA,2024-04-18,2024-04-18,0,2024-04-01
df806c350634a73a9d3c837f53ff2001,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240417,23:30:00,20240418,06:00:00,LIMA,LIMA,COMAS,17768,27011,NA,2024-04-18,2024-04-18,0,2024-04-01
4ecee274fd39838904cd4c5cc9b5f927,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240417,20:30:00,20240417,23:55:00,LIMA,LIMA,SAN LUIS,7782,12494,NA,2024-04-18,2024-04-18,0,2024-04-01
807d733258ea7d468f202bf59a9fad1e,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240417,20:10:00,20240418,03:00:00,LIMA,LIMA,CARABAYLLO,6355,9179,NA,2024-04-18,2024-04-18,0,2024-04-01
761ed6bacd196f260ca10c8f6c67d67d,AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,OTROS,20240417,22:00:00,20240419,22:00:00,TUMBES,TUMBES,TUMBES,906,906,1,2024-04-18,2024-04-20,48,2024-04-01
562c0f48e43a09c7239a1aeda5046ff9,SEDAPAL,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20240425,12:00:00,20240425,23:00:00,LIMA,LIMA,SANTIAGO DE SURCO,113,271,NA,2024-04-25,2024-04-26,24,2024-04-01
562c0f48e43a09c7239a1aeda5046ff9,SEDAPAL,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20240425,12:00:00,20240425,23:00:00,LIMA,LIMA,BARRANCO,1022,2555,NA,2024-04-25,2024-04-26,24,2024-04-01
9c4443a7601002452e969c5319fbd922,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240417,16:20:00,20240417,19:00:00,CUSCO,CUSCO,SAN JERONIMO,100,100,NA,2024-04-18,2024-04-18,0,2024-04-01
ccae670b425fb6e5dded0e0d06e76af8,SEDAPAL,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240424,12:00:00,20240424,20:00:00,LIMA,LIMA,CARABAYLLO,1516,1575,NA,2024-04-24,2024-04-25,24,2024-04-01
0a141141460fa256cdacd20f28d0bf15,SEDAPAL,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20240425,12:00:00,20240425,23:00:00,LIMA,LIMA,SANTIAGO DE SURCO,639,1533,NA,2024-04-25,2024-04-26,24,2024-04-01
05e5ad505a70cd6c27733adf3f0a1ebf,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240417,15:40:00,20240417,18:00:00,CUSCO,CUSCO,WANCHAQ,100,100,NA,2024-04-18,2024-04-18,0,2024-04-01
e5c6b1f1b185a66d8058f781473a6d8c,SEDAM HUANCAYO,EPS SEDAM HUANCAYO,PROGRAMADA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20240123,06:00:00,20240123,09:10:00,JUNIN,HUANCAYO,EL TAMBO,250,300,NA,2024-01-23,2024-01-23,0,2024-01-01
d9bc63d1b047c6292f0cac6ca64fe643,EMUSAP ABANCAY,EMUSAP ABANCAY,PROGRAMADA,AGUA POTABLE,OTROS,20240424,08:00:00,20240424,14:05:00,APURIMAC,ABANCAY,ABANCAY,300,300,NA,2024-04-24,2024-04-25,24,2024-04-01
249982479e4a0a6a2e3da0ae2044e186,SEDAM HUANCAYO,EPS SEDAM HUANCAYO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240110,09:15:00,20240110,10:20:00,JUNIN,HUANCAYO,HUANCAYO,14,15,NA,2024-01-10,2024-01-10,0,2024-01-01
a1fab8d3b9bf0a872bee1fa2e8b6b696,SEDAPAL,ATE,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,20240425,10:00:00,20240425,18:00:00,LIMA,LIMA,ATE,864,916,NA,2024-04-25,2024-04-26,24,2024-04-01
fd6633f82123d87b5fdd1425a362d329,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240417,14:20:00,20240417,23:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,3332,4766,NA,2024-04-18,2024-04-18,0,2024-04-01
f41d93db99cbf65cd4485d3c5b4d90fc,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20240417,14:15:00,20240417,20:15:00,LIMA,LIMA,SAN ISIDRO,1964,3139,NA,2024-04-18,2024-04-18,0,2024-04-01
ef5d55958f6c0a1e58bdaf42f116f36b,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20240417,12:00:00,20240417,18:00:00,LIMA,LIMA,SURQUILLO,16013,27305,NA,2024-04-17,2024-04-18,24,2024-04-01
6010c5d726ae2c72db14a6f7c2dd9d68,EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240417,12:00:00,20240417,12:00:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,180,180,NA,2024-04-17,2024-04-17,0,2024-04-01
ccfa2533c88905c4a4ee3b46e2ef0520,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240417,10:20:00,20240417,20:00:00,LIMA,LIMA,VILLA EL SALVADOR,73820,105779,NA,2024-04-17,2024-04-18,24,2024-04-01
74ade3bd8c6e1eca819f9dc844b3bdb3,EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240417,09:00:00,20240417,11:30:00,MOQUEGUA,ILO,ILO,117,0,NA,2024-04-17,2024-04-17,0,2024-04-01
5bc7c58209d82389d3e93587f5872940,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240417,11:10:00,20240417,23:00:00,LIMA,LIMA,LA VICTORIA,42246,62177,NA,2024-04-17,2024-04-18,24,2024-04-01
605aafa6091f3f2095229bf961413790,EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240410,10:30:00,20240417,11:30:00,MOQUEGUA,ILO,ILO,117,0,NA,2024-04-10,2024-04-17,168,2024-04-01
fcfed1447e3160acc2a3cfb30f547985,EPS NOR PUNO,NOR PUNO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240417,10:00:00,20240417,16:00:00,PUNO,AZANGARO,AZANGARO,7000,1500,NA,2024-04-17,2024-04-18,24,2024-04-01
a53563bc8ed7f23bf9987cfc43f39dd4,EPS NOR PUNO,NOR PUNO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240417,09:00:00,20240417,16:00:00,PUNO,AZANGARO,AZANGARO,7000,1500,0,2024-04-17,2024-04-18,24,2024-04-01
a72a117d4fde2291cd5e0430dd08b060,EPS NOR PUNO,NOR PUNO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240417,09:00:00,20240417,16:00:00,PUNO,AZANGARO,AZANGARO,7000,1500,NA,2024-04-17,2024-04-18,24,2024-04-01
3dacaea2bc4b3ff0cbb5cfd9fb9eae3b,EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240417,08:00:00,20240417,10:00:00,MOQUEGUA,ILO,ILO,358,0,NA,2024-04-17,2024-04-17,0,2024-04-01
22b479f23e6a4194940552958700bd52,EPS EMSAPUNO,EMSAPUNO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240417,04:00:00,20240417,13:00:00,PUNO,PUNO,PUNO,0,0,NA,2024-04-17,2024-04-18,24,2024-04-01
aea2ce70c6c3c79601f4addf9d8290b2,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,OTROS,20240417,07:00:00,20240417,12:50:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,14189,20546,NA,2024-04-17,2024-04-18,24,2024-04-01
1466d8fb4a25c35aac55ce5caa33e3ab,SEDAPAL,CALLAO,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240417,08:00:00,20240417,14:30:00,LIMA,LIMA,ANCON,6059,7008,NA,2024-04-17,2024-04-18,24,2024-04-01
ec056fb5abfe666aeed39f2e3bd04fda,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240417,06:10:00,20240417,12:00:00,CUSCO,CUSCO,SAN JERONIMO,100,100,NA,2024-04-17,2024-04-17,0,2024-04-01
c7303f1d79d4e19a132799aebd6b2688,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,CAMBIO DE GRIFO CONTRA INCENDIO,20240416,22:40:00,20240417,08:00:00,LIMA,LIMA,LIMA,63128,88447,NA,2024-04-17,2024-04-17,0,2024-04-01
0f5a7337e295054361bbafb51aa3f189,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,OTROS,20240416,21:50:00,20240417,03:00:00,LIMA,LIMA,VILLA EL SALVADOR,29874,42611,NA,2024-04-17,2024-04-17,0,2024-04-01
1ed29f6a692ceb75a5120bebaeffb1bc,EPSEL,EPSEL,IMPREVISTA,ALCANTARILLADO,OTROS,20240416,17:00:00,20240417,09:00:00,LAMBAYEQUE,CHICLAYO,SAÑA,1300,1300,NA,2024-04-17,2024-04-17,0,2024-04-01
ccb4329721f047d789bd6ac0af59c13f,EMAPA SAN MARTIN,SAN MARTIN,IMPREVISTA,AGUA POTABLE,OTROS,20240416,12:00:00,20240416,19:00:00,SAN MARTIN,PICOTA,PICOTA,2000,0,NA,2024-04-16,2024-04-17,24,2024-04-01
2d9f7bd4c0acf081d696409e1cc9fcf5,SEDAPAL,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20240424,12:00:00,20240424,23:00:00,LIMA,LIMA,BARRANCO,378,945,NA,2024-04-24,2024-04-25,24,2024-04-01
dec2a445383b948a0021dabf62a32b9c,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240416,15:30:00,20240416,23:00:00,LIMA,LIMA,RIMAC,3083,4581,NA,2024-04-17,2024-04-17,0,2024-04-01
ea2f19b9b3cd498098b791d8a0102b69,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240416,15:10:00,20240416,23:30:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,16811,24254,NA,2024-04-17,2024-04-17,0,2024-04-01
dc9ba791c10ede6381d8158c5abf4658,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240416,14:20:00,20240416,23:00:00,LIMA,LIMA,LIMA,1066,1110,NA,2024-04-17,2024-04-17,0,2024-04-01
2e2d193bfd839db82f4295598e9f70f7,SEDAPAL,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240423,12:00:00,20240423,20:00:00,LIMA,LIMA,CARABAYLLO,396,399,NA,2024-04-23,2024-04-24,24,2024-04-01
2b64962e7ff2a053767f368075f9f9dd,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240416,14:05:00,20240416,21:00:00,LIMA,LIMA,RIMAC,3020,4213,NA,2024-04-17,2024-04-17,0,2024-04-01
a5faa693886a786c39b505976837c24d,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240416,08:00:00,20240416,23:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,2140,3224,NA,2024-04-16,2024-04-17,24,2024-04-01
78591df35b9d2371ba9e3a987f5e4ae8,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240416,10:00:00,20240416,20:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,3237,4932,NA,2024-04-16,2024-04-17,24,2024-04-01
dbee6efd5277b1e008bb78088d04248c,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240416,13:00:00,20240416,16:00:00,CUSCO,CUSCO,CUSCO,100,100,NA,2024-04-17,2024-04-17,0,2024-04-01
0a1ea541cf67a10db8a60afb08a2efec,EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,OTROS,20240416,11:00:00,20240416,15:00:00,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,2280,2280,NA,2024-04-16,2024-04-17,24,2024-04-01
e52e5a1d477787b156d3bdeed69d1481,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240416,12:15:00,20240416,20:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,7063,10581,NA,2024-04-17,2024-04-17,0,2024-04-01
a86891de791509221a2c8a86d163e0fa,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240416,12:10:00,20240416,20:00:00,LIMA,LIMA,CHORRILLOS,3360,4178,NA,2024-04-17,2024-04-17,0,2024-04-01
13e6b0100e9a8a6ea5be77be874ed76a,SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240430,15:00:00,20240430,17:00:00,CUSCO,CUSCO,SAN JERONIMO,120,120,NA,2024-05-01,2024-05-01,0,2024-04-01
ecb8637780d30deabb2bd7649c142ad9,SEDAPAL,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20240502,12:00:00,20240502,23:00:00,LIMA,LIMA,SANTIAGO DE SURCO,1788,4290,NA,2024-05-02,2024-05-03,24,2024-05-01
21bf835497fa6c7cd42daee47c9ac5c8,SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240429,16:00:00,20240429,18:00:00,CUSCO,CUSCO,SAN SEBASTIAN,150,150,NA,2024-04-30,2024-04-30,0,2024-04-01
b54dd1685fbbc4bf4496d58fb8e9f8fe,EPSEL,EPSEL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240416,09:00:00,20240417,17:00:00,LAMBAYEQUE,CHICLAYO,PIMENTEL,8000,8000,1,2024-04-16,2024-04-18,48,2024-04-01
48cdde116f301611f9931af0143d411a,SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240426,16:00:00,20240426,18:00:00,CUSCO,CUSCO,SAN SEBASTIAN,100,100,NA,2024-04-27,2024-04-27,0,2024-04-01
787b110d5cf937f156edf2e8412eccd2,EPS GRAU,PIURA,IMPREVISTA,AGUA POTABLE,OTROS,20240416,07:00:00,20240416,14:00:00,PIURA,PIURA,PIURA,1420,0,NA,2024-04-16,2024-04-17,24,2024-04-01
90b4fb387038344d42f68ce0e8d2e47c,SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240426,13:00:00,20240426,14:00:00,CUSCO,CUSCO,SANTIAGO,50,50,NA,2024-04-27,2024-04-27,0,2024-04-01
f401ee3933b01ac006bbc485e52df099,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240416,11:00:00,20240416,13:00:00,CUSCO,CUSCO,CUSCO,100,100,NA,2024-04-16,2024-04-17,24,2024-04-01
cb0f220d2f378926d5e4542f3b2d9970,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240416,10:30:00,20240416,14:00:00,CUSCO,CUSCO,SAN SEBASTIAN,100,100,NA,2024-04-16,2024-04-17,24,2024-04-01
5c16c0d80f4e261be1c64b3e65e9ccc2,EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240416,08:00:00,20240416,10:00:00,MOQUEGUA,ILO,ILO,25,0,NA,2024-04-16,2024-04-16,0,2024-04-01
b393a7f5dc5f30b15c32991ab4114b1b,EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240416,09:35:00,20240416,12:00:00,MOQUEGUA,ILO,ILO,67,0,NA,2024-04-16,2024-04-16,0,2024-04-01
36f0bc6d4269789eaa6bdc1159c9d8c6,EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240416,09:30:00,20240416,11:00:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,1214,1222,NA,2024-04-16,2024-04-16,0,2024-04-01
04a405c6fca5fb6d8c9760fd3bce3f5a,EPS SEMAPACH,SEMAPACH,IMPREVISTA,AGUA POTABLE,ROTURA DE LÍNEA DE IMPULSIÓN,20240416,07:30:00,20240416,14:05:00,ICA,CHINCHA,CHINCHA ALTA,10000,0,NA,2024-04-16,2024-04-17,24,2024-04-01
04a405c6fca5fb6d8c9760fd3bce3f5a,EPS SEMAPACH,SEMAPACH,IMPREVISTA,AGUA POTABLE,ROTURA DE LÍNEA DE IMPULSIÓN,20240416,07:30:00,20240416,14:05:00,ICA,CHINCHA,ALTO LARAN,1307,0,NA,2024-04-16,2024-04-17,24,2024-04-01
04a405c6fca5fb6d8c9760fd3bce3f5a,EPS SEMAPACH,SEMAPACH,IMPREVISTA,AGUA POTABLE,ROTURA DE LÍNEA DE IMPULSIÓN,20240416,07:30:00,20240416,14:05:00,ICA,CHINCHA,PUEBLO NUEVO,10000,0,NA,2024-04-16,2024-04-17,24,2024-04-01
2ef23b7ca43c69409e4fb948266f7f0a,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240416,09:00:00,20240416,19:00:00,LIMA,LIMA,VILLA EL SALVADOR,73781,105701,NA,2024-04-16,2024-04-17,24,2024-04-01
15293ce4d9e7048b18a4bdba18d8c32a,AGUA TUMBES,TUMBES,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240419,06:00:00,20240420,06:00:00,TUMBES,TUMBES,TUMBES,16350,16350,3,2024-04-19,2024-04-20,24,2024-04-01
bc1f59688c49ddd3e7af0a8a4e95578f,SEDAPAL,ATE,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,20240423,10:00:00,20240423,18:00:00,LIMA,LIMA,LA MOLINA,1200,1700,NA,2024-04-23,2024-04-24,24,2024-04-01
fde684700e7e52058a22b603d76876d8,SEDAPAL,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240425,12:00:00,20240425,19:00:00,CALLAO,CALLAO,CALLAO,2412,2745,NA,2024-04-25,2024-04-26,24,2024-04-01
9ba39788aa71e76b9e7bee232bf4eb9e,EPS SELVA CENTRAL,SELVA CENTRAL,PROGRAMADA,AGUA POTABLE,LINEA DE ADUCCION,20240422,09:30:00,20240422,19:00:00,JUNIN,CHANCHAMAYO,SAN RAMON,1800,1800,NA,2024-04-22,2024-04-23,24,2024-04-01
22f0e9b966f6b65de731c4c4af21f2a4,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240416,07:50:00,20240416,17:00:00,LIMA,LIMA,PUCUSANA,138,163,NA,2024-04-16,2024-04-17,24,2024-04-01
0a9e62b9116b06173d9963cd6a4919b3,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240416,06:50:00,20240416,14:30:00,LIMA,LIMA,ATE,28,28,NA,2024-04-16,2024-04-17,24,2024-04-01
